Row,Time,StatTrak Uncharted MW,StatTrak Uncharted FN,StatTrak Elite Build MW,StatTrak Rat Rod MW,StatTrak Blue Laminate MW,StatTrak Elite Build FN,StatTrak Cartel MW,StatTrak Blue Laminate FN,StatTrak Rat Rod FN,StatTrak Orbit Mk01 MW,StatTrak Cartel FN,StatTrak Orbit Mk01 FN,StatTrak Frontside Misty MW,StatTrak Point Disarray MW,StatTrak Phantom Disruptor MW,StatTrak Neon Revolution MW,StatTrak Red Laminate MW,StatTrak Jaguar MW,StatTrak Phantom Disruptor FN,StatTrak Frontside Misty FN,StatTrak Point Disarray FN,StatTrak Aquamarine Revenge MW,StatTrak Bloodsport MW,StatTrak Asiimov MW,StatTrak Wasteland Rebel MW,StatTrak Neon Rider MW,StatTrak The Empress MW,StatTrak Bloodsport FN,StatTrak Redline MW,StatTrak Aquamarine Revenge FN,StatTrak Neon Revolution FN,StatTrak Case Hardened MW,StatTrak Fuel Injector MW,StatTrak Jaguar FN,StatTrak Vulcan MW,StatTrak Neon Rider FN,StatTrak The Empress FN,StatTrak Case Hardened FN,StatTrak Vulcan FN,StatTrak Asiimov FN
Row,20042220,4.14,7.6,9.28,16.22,21.7,22.95,27.94,28.66,35.05,36.5,43.66,46.07,54.13,74.43,75.04,93.19,101.83,123.7,126.64,130.23,146.2,134.98,137.57,141.07,141.07,142.8,160.6,174.59,184.48,190.0,204.75,230.0,249.98,291.0,304.76,309.46,364.38,409.34,634.5,694.46
