Row,Time,StatTrak Uncharted FN,StatTrak Elite Build FN,StatTrak Blue Laminate FN,StatTrak Rat Rod FN,StatTrak Cartel FN,StatTrak Orbit Mk01 FN,StatTrak Phantom Disruptor FN,StatTrak Frontside Misty FN,StatTrak Point Disarray FN,StatTrak Bloodsport FN,StatTrak Aquamarine Revenge FN,StatTrak Neon Revolution FN,StatTrak Jaguar FN,StatTrak Neon Rider FN,StatTrak The Empress FN,StatTrak Case Hardened FN,StatTrak Vulcan FN,StatTrak Asiimov FN,StatTrak Wasteland Rebel FN,StatTrak Red Laminate FN
Row,20042220,7.6,22.95,28.66,35.05,43.66,46.07,126.64,130.23,146.2,174.59,190.0,204.75,291.0,309.46,364.38,409.34,634.5,694.46,1280.44,1562.57
